ID,First Name,Last Name,DOB,Role,Moeny Available,Flights Pruchased,Miner Air Membership,Username,Password
799,Stephanie,Obrien,4/6/22,Employee,550.1099999999983,8,true,stephanieobrien,Fun!23
798,Micheal,Sanders,7/11/61,Employee,220.9799999999999,5,false,michealsanders,Fun!23
950,Robert,Wang,4/20/48,Employee,1568.9350000000009,7,true,robertwang,Fun!23
924,Matthew,Khan,11/3/59,Employee,3088.68,3,false,matthewkhan,Fun!23
158,Melanie,Kirk,6/16/47,Employee,4303.1224999999995,5,true,melaniekirk,Fun!23
506,Danielle,Dorsey,1/11/16,Employee,1611.265,6,true,danielledorsey,Fun!23
744,Angela,Carney,1/26/29,Employee,128.13000000000017,4,false,angelacarney,Fun!23
249,Jessica,Moore,2/9/63,Employee,807.4699999999999,5,true,jessicamoore,Fun!23
152,Victoria,Martin,2/28/21,Employee,328.0700000000001,5,false,victoriamartin,Fun!23
650,David,Cox,6/2/68,Employee,300.98999999999893,9,false,davidcox,Fun!23
855,Laurie,Johnson,10/18/28,Employee,1072.8524999999997,8,true,lauriejohnson,Fun!23
577,Christopher,Craig,1/30/36,Employee,799.6424999999995,6,true,christophercraig,Fun!23
293,Alexandra,Robinson,2/10/77,Employee,672.3799999999997,4,false,alexandrarobinson,Fun!23
742,Kevin,Boone,4/27/53,Employee,12.370000000000346,6,false,kevinboone,Fun!23
475,Doris,Mercado,4/10/19,Employee,36.642499999999814,3,true,dorismercado,Fun!23
342,Denise,Williams,8/29/00,Employee,2777.5700000000006,5,true,denisewilliams,Fun!23
170,Christina,Walker,5/3/81,Employee,224.35999999999922,5,false,christinawalker,Fun!23
336,Kimberly,Garcia,6/1/79,Employee,486.27000000000055,5,false,kimberlygarcia,Fun!23
555,Martha,Perry,3/9/46,Employee,826.8499999999992,7,false,marthaperry,Fun!23
355,Heidi,Barker,8/28/62,Employee,1967.57,4,true,heidibarker,Fun!23
966,Mary,Anderson,10/17/60,Employee,40.499999999999545,3,false,maryanderson,Fun!23
212,Sheila,Lewis,9/12/74,Employee,488.37249999999995,6,true,sheilalewis,Fun!23
67,Enrique,Rico,3/26/18,Employee,91.35999999999996,5,false,enriquerico,Fun!23
836,Gary,Park,3/3/68,Employee,330.41749999999956,6,true,garypark,Fun!23
410,Ray,Huynh,7/11/88,Employee,621.5099999999989,7,false,rayhuynh,Fun!23
806,Elizabeth,Castillo,7/15/13,Employee,919.4100000000004,7,false,elizabethcastillo,Fun!23
846,Joshua,Gomez,7/14/74,Employee,228.6300000000009,7,true,joshuagomez,Fun!23
1017,Kim,Craig,3/6/86,Employee,673.7250000000033,9,true,kimcraig,Fun!23
542,Amy,Chase,5/25/42,Employee,2311.5724999999993,9,true,amychase,Fun!23
378,Travis,Ruiz,6/24/52,Employee,257.2399999999998,2,false,travisruiz,Fun!23
633,Christopher,Osborne,5/23/00,Employee,0.8199999999983447,8,false,christopherosborne,Fun!23
76,Sariyah,Russell,7/23/14,Employee,76.55999999999995,5,false,sariyahrussell,Fun!23
272,Tanya,Davis,11/30/09,Employee,128.87999999999874,4,false,tanyadavis,Fun!23
323,Lindsay,Webster,4/3/66,Employee,1338.0900000000001,4,true,lindsaywebster,Fun!23
1038,Amanda,Baker,9/10/95,Employee,792.9000000000015,3,true,amandabaker,Fun!23
424,Randy,Keller,2/1/62,Employee,820.9375000000002,6,true,randykeller,Fun!23
936,Sharon,Gillespie,4/10/69,Employee,133.29000000000215,3,false,sharongillespie,Fun!23
745,Dennis,Smith,3/28/04,Employee,3775.682500000001,5,true,dennissmith,Fun!23
525,Victoria,Moses,9/19/19,Employee,1375.4199999999992,5,false,victoriamoses,Fun!23
730,Holly,Cruz,7/4/15,Employee,50.67000000000007,5,false,hollycruz,Fun!23
480,Kelly,Bell,9/7/92,Employee,4165.009999999999,6,false,kellybell,Fun!23
624,Michelle,Walsh,3/30/47,Employee,841.1949999999997,1,true,michellewalsh,Fun!23
715,Jermaine,Dean,6/17/93,Employee,388.1100000000006,5,false,jermainedean,Fun!23
748,Sandy,Blackwell,6/28/41,Employee,7739.539999999999,4,false,sandyblackwell,Fun!23
287,Tammy,Martinez,11/24/97,Employee,3922.09,7,false,tammymartinez,Fun!23
676,William,Ortiz,10/18/15,Employee,2767.965,5,true,williamortiz,Fun!23
408,David,Soto,2/9/52,Employee,2229.6099999999997,3,false,davidsoto,Fun!23
497,Gabriel,Hansen,1/20/34,Employee,1906.0500000000015,6,false,gabrielhansen,Fun!23
1007,Melissa,Holt,1/1/57,Employee,70.68999999999983,9,false,melissaholt,Fun!23
376,Dean,Smith,4/24/71,Employee,43.26999999999862,4,false,deansmith,Fun!23
271,Susan,Allen,3/21/92,Employee,1371.7000000000003,5,true,susanallen,Fun!23
1012,Mikayla,Dennis,1/19/41,Employee,927.5150000000008,7,true,mikayladennis,Fun!23
489,Amber,Sellers,5/3/04,Employee,199.697500000001,7,true,ambersellers,Fun!23
689,Jose,Farley,7/25/41,Employee,8482.674999999996,5,true,josefarley,Fun!23
148,Ashley,Evans,10/18/79,Employee,535.9124999999995,7,true,ashleyevans,Fun!23
46,Ruben,CarmonaMedrano,6/6/87,Employee,802.0149999999999,4,true,rubencarmonamedrano,Fun!23
643,Nicholas,Copeland,7/1/59,Employee,169.8375000000005,5,true,nicholascopeland,Fun!23
838,Victoria,White,8/24/55,Employee,850.909999999999,6,true,victoriawhite,Fun!23
388,Craig,Oconnell,5/29/75,Employee,1214.4475,4,true,craigoconnell,Fun!23
829,Julie,Shaw,5/23/45,Employee,17.872500000000315,6,true,julieshaw,Fun!23
1035,Brooke,Maxwell,6/21/19,Employee,105.30000000000013,6,false,brookemaxwell,Fun!23
150,Richard,Vargas,1/2/88,Employee,5935.015,5,true,richardvargas,Fun!23
939,Carol,Elliott,3/8/44,Employee,124.97000000000048,2,false,carolelliott,Fun!23
233,Alexander,Kelly,8/17/36,Employee,1036.6699999999998,9,true,alexanderkelly,Fun!23
459,Linda,Alexander,7/7/18,Employee,2238.999999999999,2,false,lindaalexander,Fun!23
190,Eric,Vazquez,4/18/96,Employee,56.820000000000135,4,false,ericvazquez,Fun!23
929,Sarah,Taylor,2/2/54,Employee,69.86000000000007,6,false,sarahtaylor,Fun!23
737,Michael,Cowan,6/28/98,Employee,2193.129999999999,3,true,michaelcowan,Fun!23
516,Bobby,Bennett,8/29/93,Employee,206.92750000000035,3,true,bobbybennett,Fun!23
382,Joshua,Meadows,9/21/62,Employee,108.57250000000045,5,true,joshuameadows,Fun!23
49,Luis,Del Campo,4/18/40,Employee,4581.7325,5,true,luisdel campo,Fun!23
110,Crystal,Hudson,1/4/32,Employee,98.10000000000036,6,true,crystalhudson,Fun!23
479,Wesley,Lambert,5/22/77,Employee,352.41499999999985,4,true,wesleylambert,Fun!23
736,Kimberly,Roberts,10/11/01,Employee,112.95000000000113,9,true,kimberlyroberts,Fun!23
385,Alicia,Jenkins,5/7/44,Employee,3672.5275,3,true,aliciajenkins,Fun!23
800,Holly,Davidson,5/16/61,Employee,2612.700000000001,3,false,hollydavidson,Fun!23
725,Joshua,Hickman,1/5/24,Employee,523.5300000000004,8,false,joshuahickman,Fun!23
871,Bryan,Wise,3/24/77,Employee,707.0825,8,true,bryanwise,Fun!23
538,Jessica,Olsen,10/25/28,Employee,3710.559999999999,6,false,jessicaolsen,Fun!23
596,James,Brennan,3/12/36,Employee,1433.4500000000016,10,true,jamesbrennan,Fun!23
125,Brian,Andrews,10/15/56,Employee,6730.257499999999,7,true,brianandrews,Fun!23
896,Amy,Morse,7/6/49,Employee,204.57250000000232,5,true,amymorse,Fun!23
245,Dorothy,Cox,7/1/16,Employee,53.80749999999978,4,true,dorothycox,Fun!23
61,Leila,Martinez,12/17/88,Employee,14.48500000000081,3,true,leilamartinez,Fun!23
281,Gregory,Sullivan,2/6/45,Employee,942.655,7,true,gregorysullivan,Fun!23
612,Darren,Gibbs,3/13/06,Employee,62.01999999999987,2,false,darrengibbs,Fun!23
430,Jill,Solis,9/11/04,Employee,160.77999999999997,3,false,jillsolis,Fun!23
975,Jerry,Rodriguez,8/27/68,Employee,196.3049999999996,3,true,jerryrodriguez,Fun!23
790,Hector,Whitney,8/28/27,Employee,139.87750000000233,9,true,hectorwhitney,Fun!23
566,Corey,Wilson,12/16/86,Employee,323.26750000000106,7,true,coreywilson,Fun!23
532,Alexander,Carter,3/30/73,Employee,4645.357499999998,3,true,alexandercarter,Fun!23
237,Andrew,Campos,4/13/44,Employee,1077.4799999999996,3,false,andrewcampos,Fun!23
788,Kathy,Smith,1/9/66,Employee,761.7399999999999,3,false,kathysmith,Fun!23
703,Wesley,Williamson,5/17/91,Employee,618.0300000000002,2,false,wesleywilliamson,Fun!23
394,Tanya,Kent,4/11/09,Employee,72.39249999999907,7,true,tanyakent,Fun!23
979,Anthony,Byrd,11/24/98,Employee,574.9999999999999,6,false,anthonybyrd,Fun!23
1013,Carlos,Lynch,10/1/41,Employee,473.6800000000001,3,false,carloslynch,Fun!23
491,Jessica,Anderson,11/6/61,Employee,1119.9300000000007,6,false,jessicaanderson,Fun!23
463,Alexandra,Fox,8/8/02,Employee,3097.8099999999995,2,false,alexandrafox,Fun!23
52,Jose,Espinoza Gonzalez,6/19/18,Employee,738.8850000000002,5,true,joseespinoza gonzalez,Fun!23
720,Cody,Robles,12/1/02,Employee,194.69999999999982,2,false,codyrobles,Fun!23
40,Isabella,Gaytan,10/9/09,Employee,1242.3424999999988,10,true,isabellagaytan,Fun!23
548,Ryan,Bowman,12/27/46,Employee,78.83999999999946,8,false,ryanbowman,Fun!23
206,Zachary,Ellison,7/31/74,Employee,1158.2700000000002,9,false,zacharyellison,Fun!23
912,Deanna,Cummings,6/5/93,Employee,1054.4700000000007,3,false,deannacummings,Fun!23
952,Mitchell,Gross,12/26/41,Employee,274.4099999999992,9,true,mitchellgross,Fun!23
938,Kylie,King,9/10/46,Employee,338.7700000000001,7,false,kylieking,Fun!23
774,Elizabeth,Dominguez,11/11/88,Employee,4368.7975,6,true,elizabethdominguez,Fun!23
683,Sarah,Griffin,8/11/68,Employee,2555.2525000000014,5,true,sarahgriffin,Fun!23
611,Edward,Molina,12/20/09,Employee,2434.959999999999,5,false,edwardmolina,Fun!23
564,Christopher,Johnson,1/24/78,Employee,181.41999999999985,3,true,christopherjohnson,Fun!23
884,Mark,Washington,1/16/40,Employee,3433.0150000000003,4,true,markwashington,Fun!23
946,Brett,Mathis,5/7/41,Employee,1724.0800000000008,4,true,brettmathis,Fun!23
1004,Joseph,Hanna,12/26/90,Employee,38.3100000000004,2,false,josephhanna,Fun!23
363,Kevin,Swanson,9/13/60,Employee,433.2675000000007,6,true,kevinswanson,Fun!23
687,Mary,Gonzalez,11/2/83,Employee,1735.65,3,false,marygonzalez,Fun!23
630,Colleen,Sanchez,7/30/35,Employee,359.7299999999997,4,false,colleensanchez,Fun!23
277,Michael,Williams,7/14/66,Employee,4217.229999999999,5,false,michaelwilliams,Fun!23
309,Amy,Bradley,7/8/24,Employee,888.5350000000003,5,true,amybradley,Fun!23
1032,Kimberly,Harris,7/18/32,Employee,912.920000000001,6,false,kimberlyharris,Fun!23
386,Jacob,Williams,4/27/75,Employee,733.5200000000002,4,true,jacobwilliams,Fun!23
328,Jason,Wolfe,2/7/54,Employee,6145.2649999999985,4,true,jasonwolfe,Fun!23
118,Crystal,Walker,3/18/65,Employee,28.339999999999776,3,false,crystalwalker,Fun!23
458,Philip,Chaney,2/27/04,Employee,112.44999999999982,3,false,philipchaney,Fun!23
315,Lisa,Gaines,3/18/02,Employee,405.3699999999999,5,false,lisagaines,Fun!23
151,Derrick,Grant,9/9/52,Employee,8578.9,2,false,derrickgrant,Fun!23
870,Wendy,Montoya,8/1/40,Employee,1.1600000000000819,4,true,wendymontoya,Fun!23
705,Leonard,King,9/16/19,Employee,18.995000000000687,4,true,leonardking,Fun!23
881,Brett,Wallace,1/16/18,Employee,298.79999999999995,3,false,brettwallace,Fun!23
39,Diana,Valles,10/27/05,Employee,228.79499999999962,2,true,dianavalles,Fun!23
793,Colleen,Hall,8/3/25,Employee,1706.837500000001,6,true,colleenhall,Fun!23
401,Michael,Castillo,6/11/98,Employee,443.26249999999766,8,true,michaelcastillo,Fun!23
945,Suzanne,Kennedy,7/4/58,Employee,2524.4100000000003,4,false,suzannekennedy,Fun!23
241,Kaylee,Patterson,10/12/32,Employee,537.3899999999999,3,false,kayleepatterson,Fun!23
915,April,Lopez,9/22/13,Employee,2397.8074999999985,10,true,aprillopez,Fun!23
82,Gabriel,Terrazas,9/17/44,Employee,365.34000000000026,4,true,gabrielterrazas,Fun!23
767,Richard,Sullivan,5/21/16,Employee,266.4200000000005,4,false,richardsullivan,Fun!23
803,George,Proctor,3/25/49,Employee,120.6099999999999,5,false,georgeproctor,Fun!23
384,Elizabeth,Alvarez,2/2/61,Employee,3140.1000000000004,4,false,elizabethalvarez,Fun!23
144,Todd,Brooks,7/1/64,Employee,5651.530000000002,5,false,toddbrooks,Fun!23
607,Sarah,Cline,8/21/74,Employee,2590.595,3,true,sarahcline,Fun!23
758,Brian,Rojas,5/26/38,Employee,290.4800000000001,3,false,brianrojas,Fun!23
283,Dawn,King,8/8/30,Employee,1643.8175,3,true,dawnking,Fun!23
738,Michael,Mccormick,12/25/25,Employee,725.4975000000006,4,true,michaelmccormick,Fun!23
71,Seth,Rodriguez,2/22/44,Employee,152.08249999999984,4,true,sethrodriguez,Fun!23
571,Chris,Jones,11/20/98,Employee,3077.8575,4,true,chrisjones,Fun!23
514,Jennifer,Mills,3/28/37,Employee,6242.719999999999,4,false,jennifermills,Fun!23
613,Andrew,Mcclure,12/21/05,Employee,849.3724999999995,4,true,andrewmcclure,Fun!23
685,Anna,Davis,10/19/40,Employee,4080.000000000001,4,false,annadavis,Fun!23
278,Susan,Garcia,8/11/03,Employee,379.37250000000097,7,true,susangarcia,Fun!23
844,Linda,Miller,11/29/61,Employee,1070.72,4,false,lindamiller,Fun!23
310,Denise,Morales,4/30/74,Employee,4220.4400000000005,5,false,denisemorales,Fun!23
147,Rachel,Vasquez,10/31/81,Employee,1097.88,7,false,rachelvasquez,Fun!23
561,Gerald,Beltran,2/11/96,Employee,280.45250000000055,7,true,geraldbeltran,Fun!23
452,Jerry,Hampton,3/1/51,Employee,21.900000000002194,7,true,jerryhampton,Fun!23
58,Miguel,Lucero,11/18/33,Employee,310.3299999999998,7,false,miguellucero,Fun!23
248,Christopher,Wright,12/5/76,Employee,530.6200000000015,5,false,christopherwright,Fun!23
243,Ashley,Jones,4/4/40,Employee,193.4300000000003,3,false,ashleyjones,Fun!23
940,Elizabeth,Rodriguez,9/20/88,Employee,3485.66,5,false,elizabethrodriguez,Fun!23
680,Tyrone,Johnston,7/11/06,Employee,742.2199999999998,5,true,tyronejohnston,Fun!23
815,Jose,Smith,10/2/34,Employee,3918.42,1,false,josesmith,Fun!23
353,Lisa,Brown,5/29/09,Employee,677.8375000000001,5,true,lisabrown,Fun!23
75,Gustavo,Rubio,9/16/42,Employee,55.80000000000007,5,true,gustavorubio,Fun!23
172,Karla,Johnson,3/24/33,Employee,558.1975000000002,5,true,karlajohnson,Fun!23
578,Jamie,Hernandez,4/1/53,Employee,3411.6624999999995,6,true,jamiehernandez,Fun!23
56,Victor,Lopez,8/31/51,Employee,1145.9799999999998,7,true,victorlopez,Fun!23
169,Thomas,King,4/19/44,Employee,107.94999999999936,3,false,thomasking,Fun!23
441,Steven,Cabrera,8/20/61,Employee,391.67000000000144,4,false,stevencabrera,Fun!23
982,Sara,West,10/20/47,Employee,2233.319999999999,3,false,sarawest,Fun!23
646,Matthew,Gonzalez,6/30/56,Employee,619.8175000000001,5,true,matthewgonzalez,Fun!23
777,Michael,Thomas,9/8/16,Employee,2071.6024999999986,4,true,michaelthomas,Fun!23
592,Christina,Jones,9/14/49,Employee,158.8100000000004,6,false,christinajones,Fun!23
1022,Bryan,Massey,5/17/52,Employee,2335.4800000000014,4,false,bryanmassey,Fun!23
517,Michael,Adams,11/22/77,Employee,2140.42,5,true,michaeladams,Fun!23
667,Lori,Hall,3/18/80,Employee,465.2625000000003,5,true,lorihall,Fun!23
1033,Angela,English,2/27/28,Employee,3058.6250000000005,3,true,angelaenglish,Fun!23
215,Bridget,Wagner,7/21/91,Employee,4096.55,5,false,bridgetwagner,Fun!23
983,Jennifer,Preston,11/26/08,Employee,88.23999999999933,6,false,jenniferpreston,Fun!23
540,Michael,Martinez,10/15/17,Employee,1856.5375000000013,6,true,michaelmartinez,Fun!23
137,Ronald,Parker,1/20/35,Employee,302.49499999999966,1,true,ronaldparker,Fun!23
111,Travis,Mcdonald,11/7/37,Employee,1475.6800000000003,4,false,travismcdonald,Fun!23
747,Monica,Craig,8/31/16,Employee,41.71000000000049,4,false,monicacraig,Fun!23
773,Sean,Smith,12/3/98,Employee,538.7900000000002,2,true,seansmith,Fun!23
412,Rachel,Roberson,10/13/70,Employee,160.48999999999864,7,false,rachelroberson,Fun!23
530,Ryan,Brown,2/20/83,Employee,2487.335,5,true,ryanbrown,Fun!23
186,Cody,Scott,12/3/32,Employee,156.91750000000047,6,true,codyscott,Fun!23
333,Alexander,Cameron,12/1/33,Employee,54.899999999999636,2,false,alexandercameron,Fun!23
619,Tyler,Baxter,1/26/76,Employee,375.58,2,false,tylerbaxter,Fun!23
326,Melissa,Rivera,3/23/29,Employee,332.7249999999999,2,true,melissarivera,Fun!23
833,Michael,Williamson,5/3/15,Employee,2499.26,4,false,michaelwilliamson,Fun!23
754,Elizabeth,Torres,6/29/22,Employee,215.3425000000001,4,true,elizabethtorres,Fun!23
751,Nicole,Hart,1/4/53,Employee,3461.6624999999995,3,true,nicolehart,Fun!23
634,Mercedes,Nichols,11/17/61,Employee,1503.6699999999992,9,true,mercedesnichols,Fun!23
670,Nicholas,Jackson,3/3/16,Employee,916.5325000000014,5,true,nicholasjackson,Fun!23
807,Jonathan,Martinez,11/7/60,Employee,4530.254999999999,5,true,jonathanmartinez,Fun!23
381,Teresa,Jacobs,10/24/74,Employee,3491.2374999999993,7,true,teresajacobs,Fun!23
791,Timothy,Johnson,2/28/64,Employee,186.36000000000058,3,false,timothyjohnson,Fun!23
673,Ashley,Walker,7/10/79,Employee,2660.49,4,false,ashleywalker,Fun!23
694,Timothy,Bernard,3/10/49,Employee,520.2374999999998,4,true,timothybernard,Fun!23
886,Kelly,Herring,1/12/81,Employee,592.53,4,false,kellyherring,Fun!23
735,Christopher,Underwood,9/18/08,Employee,1786.37,5,false,christopherunderwood,Fun!23
393,Donna,Travis,2/8/05,Employee,42.11999999999989,4,true,donnatravis,Fun!23
887,Joseph,Davis,12/28/13,Employee,716.4999999999993,6,false,josephdavis,Fun!23
180,Richard,Brown,8/11/64,Employee,419.6249999999998,2,true,richardbrown,Fun!23
338,Emma,Armstrong,5/10/00,Employee,2116.7275,5,true,emmaarmstrong,Fun!23
827,Crystal,Hayes,8/1/01,Employee,88.66999999999962,6,false,crystalhayes,Fun!23
260,Chris,Holden,3/11/71,Employee,418.0400000000002,10,false,chrisholden,Fun!23
103,Katherine,Evans,11/27/95,Employee,565.3200000000005,2,false,katherineevans,Fun!23
958,Becky,Simpson,2/24/94,Employee,41.099999999999284,4,false,beckysimpson,Fun!23
520,Margaret,Smith,7/7/43,Employee,1130.69,7,false,margaretsmith,Fun!23
47,Brandon,CartwrightLi,11/9/28,Employee,30.95250000000138,5,true,brandoncartwrightli,Fun!23
810,Emily,Estes,2/14/20,Employee,9.519999999999413,5,false,emilyestes,Fun!23
746,Jared,Scott,12/2/92,Employee,4234.582500000001,8,true,jaredscott,Fun!23
869,Kenneth,House,2/28/65,Employee,196.14999999999924,3,false,kennethhouse,Fun!23
907,Anthony,Kramer,6/28/34,Employee,528.6375000000002,5,true,anthonykramer,Fun!23
888,Stephanie,Williams,1/2/70,Employee,111.17000000000081,6,false,stephaniewilliams,Fun!23
344,Brian,Hayes,7/19/60,Employee,4705.5,10,false,brianhayes,Fun!23
712,Teresa,Stewart,12/12/17,Employee,1600.7375,3,true,teresastewart,Fun!23
825,James,Simpson,5/17/51,Employee,434.83000000000015,7,false,jamessimpson,Fun!23
209,Shirley,Foster,12/7/56,Employee,589.0675000000006,5,true,shirleyfoster,Fun!23
1006,Elizabeth,Jackson,7/31/98,Employee,485.95999999999935,5,false,elizabethjackson,Fun!23
637,Crystal,Young,9/17/39,Employee,2841.6700000000005,3,false,crystalyoung,Fun!23
841,Victor,Anderson,9/29/82,Employee,1265.9000000000015,3,false,victoranderson,Fun!23
762,Sara,Fox,5/27/66,Employee,125.1049999999999,4,true,sarafox,Fun!23
698,Perry,Hill,11/22/84,Employee,286.9799999999999,4,false,perryhill,Fun!23
927,Ruth,Ponce,2/19/69,Employee,996.1524999999995,3,true,ruthponce,Fun!23
134,Daniel,Hampton,11/16/62,Employee,11.269999999999527,6,false,danielhampton,Fun!23
784,Keith,Christensen,8/20/96,Employee,443.7400000000007,6,false,keithchristensen,Fun!23
910,Kelly,Wilson,5/20/67,Employee,434.55750000000035,5,true,kellywilson,Fun!23
872,Joseph,Robinson,1/31/83,Employee,84.79000000000451,4,false,josephrobinson,Fun!23
783,Richard,Paul,11/22/40,Employee,64.85000000000059,4,false,richardpaul,Fun!23
379,Mary,Stevens,2/24/56,Employee,21.587499999999636,4,true,marystevens,Fun!23
261,Matthew,Erickson,11/23/07,Employee,149.58500000000004,3,true,matthewerickson,Fun!23
214,Susan,Alvarez,9/21/19,Employee,134.87250000000012,4,true,susanalvarez,Fun!23
194,Olivia,Romero,5/22/78,Employee,1651.4500000000012,2,false,oliviaromero,Fun!23
922,Gregory,Short,9/4/32,Employee,203.1150000000007,1,true,gregoryshort,Fun!23
352,Donald,Haynes,11/22/44,Employee,24.834999999999866,3,true,donaldhaynes,Fun!23
848,Amy,Parsons,1/23/87,Employee,338.5800000000007,9,false,amyparsons,Fun!23
395,Keith,Ellis,11/3/17,Employee,91.14999999999952,5,false,keithellis,Fun!23
348,Christina,Wheeler,8/27/13,Employee,284.0725,2,true,christinawheeler,Fun!23
120,Brittany,Hawkins,7/12/08,Employee,7532.029999999998,5,false,brittanyhawkins,Fun!23
83,Sonam,Tshering,4/9/56,Employee,440.89000000000044,7,false,sonamtshering,Fun!23
357,Elizabeth,Cordova,2/10/72,Employee,3086.115,7,true,elizabethcordova,Fun!23
474,Angela,Mcintyre,10/22/84,Employee,233.2425000000012,3,true,angelamcintyre,Fun!23
200,James,Nolan,7/31/02,Employee,412.6074999999996,4,true,jamesnolan,Fun!23
570,Misty,Jimenez,8/24/10,Employee,362.7300000000005,4,true,mistyjimenez,Fun!23
858,Kevin,Harrison,2/6/16,Employee,371.53000000000065,3,true,kevinharrison,Fun!23
863,Mark,Gonzalez,2/11/56,Employee,1748.0600000000002,6,true,markgonzalez,Fun!23
716,Joshua,Banks,1/3/04,Employee,358.9100000000001,2,false,joshuabanks,Fun!23
635,Beth,Sharp,9/3/57,Employee,1054.5499999999993,5,false,bethsharp,Fun!23
681,Linda,Rodriguez,6/7/94,Employee,476.77999999999975,5,false,lindarodriguez,Fun!23
341,Ricky,Thompson,7/28/52,Employee,1722.182499999999,3,true,rickythompson,Fun!23
521,Michael,Morton,10/31/05,Employee,223.59000000000015,5,false,michaelmorton,Fun!23
109,Chelsea,Gallagher,8/2/29,Employee,593.0124999999998,2,true,chelseagallagher,Fun!23
693,Travis,Burton,10/19/68,Employee,381.9,5,false,travisburton,Fun!23
438,Patrick,Larsen,4/21/02,Employee,79.48999999999978,3,false,patricklarsen,Fun!23
360,Amber,Brown,11/8/30,Employee,864.4399999999999,3,false,amberbrown,Fun!23
622,Natalie,Richardson,12/27/26,Employee,310.84500000000025,4,true,natalierichardson,Fun!23
824,Joseph,Fritz,7/26/65,Employee,365.2400000000007,4,false,josephfritz,Fun!23
621,Jared,Perry,6/21/89,Employee,6876.340000000002,2,false,jaredperry,Fun!23
883,Christina,Villanueva,6/16/02,Employee,4173.755000000001,3,true,christinavillanueva,Fun!23
741,Henry,Salazar,9/12/53,Employee,1468.6200000000008,4,false,henrysalazar,Fun!23
